400000000.000000         1473.000000     0.020000        0.005000   .4741 .0087 .1496 .0164 .0532 .0009 .0394 .1556 .022 .016
390000000.000000         1473.000000     0.020000        0.005000   .4741 .0087 .1496 .0164 .0532 .0009 .0394 .1556 .022 .016
380000000.000000         1473.000000     0.020000        0.005000   .4741 .0087 .1496 .0164 .0532 .0009 .0394 .1556 .022 .016
370000000.000000         1473.000000     0.020000        0.005000   .4741 .0087 .1496 .0164 .0532 .0009 .0394 .1556 .022 .016
360000000.000000         1473.000000     0.020000        0.005000   .4741 .0087 .1496 .0164 .0532 .0009 .0394 .1556 .022 .016
350000000.000000         1473.000000     0.019977        0.004684   .4741 .0087 .1496 .0164 .0532 .0009 .0394 .1556 .022 .016
340000000.000000         1473.000000     0.019965        0.004518   .4741 .0087 .1496 .0164 .0532 .0009 .0394 .1556 .022 .016
330000000.000000         1473.000000     0.019952        0.004353   .4741 .0087 .1496 .0164 .0532 .0009 .0394 .1556 .022 .016
320000000.000000         1473.000000     0.019940        0.004190   .4741 .0087 .1496 .0164 .0532 .0009 .0394 .1556 .022 .016
310000000.000000         1473.000000     0.019927        0.004029   .4741 .0087 .1496 .0164 .0532 .0009 .0394 .1556 .022 .016
300000000.000000         1473.000000     0.019914        0.003870   .4741 .0087 .1496 .0164 .0532 .0009 .0394 .1556 .022 .016
290000000.000000         1473.000000     0.019901        0.003713   .4741 .0087 .1496 .0164 .0532 .0009 .0394 .1556 .022 .016
280000000.000000         1473.000000     0.019888        0.003557   .4741 .0087 .1496 .0164 .0532 .0009 .0394 .1556 .022 .016
270000000.000000         1473.000000     0.019875        0.003403   .4741 .0087 .1496 .0164 .0532 .0009 .0394 .1556 .022 .016
260000000.000000         1473.000000     0.019861        0.003251   .4741 .0087 .1496 .0164 .0532 .0009 .0394 .1556 .022 .016
250000000.000000         1473.000000     0.019847        0.003101   .4741 .0087 .1496 .0164 .0532 .0009 .0394 .1556 .022 .016
240000000.000000         1473.000000     0.019833        0.002953   .4741 .0087 .1496 .0164 .0532 .0009 .0394 .1556 .022 .016
230000000.000000         1473.000000     0.019818        0.002807   .4741 .0087 .1496 .0164 .0532 .0009 .0394 .1556 .022 .016
220000000.000000         1473.000000     0.019803        0.002662   .4741 .0087 .1496 .0164 .0532 .0009 .0394 .1556 .022 .016
210000000.000000         1473.000000     0.019788        0.002518   .4741 .0087 .1496 .0164 .0532 .0009 .0394 .1556 .022 .016
200000000.000000         1473.000000     0.019772        0.002377   .4741 .0087 .1496 .0164 .0532 .0009 .0394 .1556 .022 .016
190000000.000000         1473.000000     0.019756        0.002237   .4741 .0087 .1496 .0164 .0532 .0009 .0394 .1556 .022 .016
180000000.000000         1473.000000     0.019739        0.002099   .4741 .0087 .1496 .0164 .0532 .0009 .0394 .1556 .022 .016
170000000.000000         1473.000000     0.019722        0.001962   .4741 .0087 .1496 .0164 .0532 .0009 .0394 .1556 .022 .016
160000000.000000         1473.000000     0.019703        0.001826   .4741 .0087 .1496 .0164 .0532 .0009 .0394 .1556 .022 .016
150000000.000000         1473.000000     0.019703        0.001826   .4741 .0087 .1496 .0164 .0532 .0009 .0394 .1556 .022 .016
140000000.000000         1473.000000     0.019663        0.001559   .4741 .0087 .1496 .0164 .0532 .0009 .0394 .1556 .022 .016
130000000.000000         1473.000000     0.019663        0.001559   .4741 .0087 .1496 .0164 .0532 .0009 .0394 .1556 .022 .016
120000000.000000         1473.000000     0.019617        0.001298   .4741 .0087 .1496 .0164 .0532 .0009 .0394 .1556 .022 .016
110000000.000000         1473.000000     0.019617        0.001298   .4741 .0087 .1496 .0164 .0532 .0009 .0394 .1556 .022 .016
100000000.000000         1473.000000     0.019562        0.001041   .4741 .0087 .1496 .0164 .0532 .0009 .0394 .1556 .022 .016
90000000.000000          1473.000000     0.019532        0.000914   .4741 .0087 .1496 .0164 .0532 .0009 .0394 .1556 .022 .016
80000000.000000          1473.000000     0.019498        0.000787   .4741 .0087 .1496 .0164 .0532 .0009 .0394 .1556 .022 .016
70000000.000000          1473.000000     0.019458        0.000660   .4741 .0087 .1496 .0164 .0532 .0009 .0394 .1556 .022 .016
60000000.000000          1473.000000     0.019409        0.000533   .4741 .0087 .1496 .0164 .0532 .0009 .0394 .1556 .022 .016
50000000.000000          1473.000000     0.019346        0.000406   .4741 .0087 .1496 .0164 .0532 .0009 .0394 .1556 .022 .016
40000000.000000          1473.000000     0.019253        0.000277   .4741 .0087 .1496 .0164 .0532 .0009 .0394 .1556 .022 .016
30000000.000000          1473.000000     0.019081        0.000148   .4741 .0087 .1496 .0164 .0532 .0009 .0394 .1556 .022 .016
20000000.000000          1473.000000     0.018349        0.000030   .4741 .0087 .1496 .0164 .0532 .0009 .0394 .1556 .022 .016
10000000.000000          1473.000000     0.014565        0.000000   .4741 .0087 .1496 .0164 .0532 .0009 .0394 .1556 .022 .016
