weight fractions unless otherwise noted
pressure 	 temperature 	 input fluid 	 water 	 CO2 	 dissolved h2o ontot 	 dissolved co2 ontot 	 exsolved h2o ongas 	 exsolved h2o ongas mol 	 gas_ontotal
400000000.000000 	 1473.000000 	 0.015050 	 0.015321 	  0.014798 	 0.005778 	 0.040001 	 0.092438 	 0.010000 
390000000.000000 	 1473.000000 	 0.014875 	 0.015155 	  0.014621 	 0.005611 	 0.040006 	 0.092449 	 0.010000 
380000000.000000 	 1473.000000 	 0.014702 	 0.014992 	  0.014446 	 0.005446 	 0.040030 	 0.092502 	 0.010000 
370000000.000000 	 1473.000000 	 0.014540 	 0.014828 	  0.014282 	 0.005281 	 0.040108 	 0.092673 	 0.010001 
360000000.000000 	 1473.000000 	 0.014403 	 0.014665 	  0.014142 	 0.005116 	 0.040300 	 0.093093 	 0.010003 
350000000.000000 	 1473.000000 	 0.014309 	 0.014500 	  0.014043 	 0.004950 	 0.040683 	 0.093928 	 0.010007 
340000000.000000 	 1473.000000 	 0.014273 	 0.014331 	  0.014000 	 0.004780 	 0.041330 	 0.095338 	 0.010013 
330000000.000000 	 1473.000000 	 0.014303 	 0.014160 	  0.014020 	 0.004608 	 0.042290 	 0.097424 	 0.010022 
320000000.000000 	 1473.000000 	 0.014395 	 0.013985 	  0.014099 	 0.004433 	 0.043572 	 0.100203 	 0.010034 
310000000.000000 	 1473.000000 	 0.014538 	 0.013810 	  0.014227 	 0.004256 	 0.045149 	 0.103607 	 0.010050 
300000000.000000 	 1473.000000 	 0.014713 	 0.013634 	  0.014385 	 0.004080 	 0.046965 	 0.107509 	 0.010067 
290000000.000000 	 1473.000000 	 0.014901 	 0.013459 	  0.014554 	 0.003905 	 0.048950 	 0.111753 	 0.010087 
280000000.000000 	 1473.000000 	 0.015083 	 0.013287 	  0.014716 	 0.003734 	 0.051031 	 0.116179 	 0.010107 
270000000.000000 	 1473.000000 	 0.015244 	 0.013119 	  0.014857 	 0.003565 	 0.053142 	 0.120643 	 0.010128 
260000000.000000 	 1473.000000 	 0.015373 	 0.012956 	  0.014965 	 0.003402 	 0.055227 	 0.125026 	 0.010149 
250000000.000000 	 1473.000000 	 0.015462 	 0.012797 	  0.015033 	 0.003242 	 0.057242 	 0.129239 	 0.010169 
240000000.000000 	 1473.000000 	 0.015506 	 0.012642 	  0.015057 	 0.003088 	 0.059157 	 0.133221 	 0.010189 
230000000.000000 	 1473.000000 	 0.015504 	 0.012493 	  0.015035 	 0.002938 	 0.060953 	 0.136940 	 0.010207 
220000000.000000 	 1473.000000 	 0.015454 	 0.012347 	  0.014967 	 0.002792 	 0.062624 	 0.140382 	 0.010224 
210000000.000000 	 1473.000000 	 0.015359 	 0.012206 	  0.014854 	 0.002651 	 0.064170 	 0.143553 	 0.010240 
200000000.000000 	 1473.000000 	 0.015220 	 0.012069 	  0.014699 	 0.002513 	 0.065598 	 0.146471 	 0.010254 
190000000.000000 	 1473.000000 	 0.015040 	 0.011935 	  0.014502 	 0.002379 	 0.066919 	 0.149162 	 0.010268 
180000000.000000 	 1473.000000 	 0.014821 	 0.011805 	  0.014267 	 0.002248 	 0.068147 	 0.151653 	 0.010281 
170000000.000000 	 1473.000000 	 0.014564 	 0.011677 	  0.013995 	 0.002120 	 0.069295 	 0.153976 	 0.010293 
160000000.000000 	 1473.000000 	 0.014271 	 0.011552 	  0.013687 	 0.001994 	 0.070376 	 0.156157 	 0.010304 
150000000.000000 	 1473.000000 	 0.013942 	 0.011430 	  0.013343 	 0.001871 	 0.071402 	 0.158220 	 0.010315 
140000000.000000 	 1473.000000 	 0.013576 	 0.011309 	  0.012962 	 0.001750 	 0.072382 	 0.160186 	 0.010325 
130000000.000000 	 1473.000000 	 0.013172 	 0.011191 	  0.012544 	 0.001631 	 0.073322 	 0.162067 	 0.010335 
120000000.000000 	 1473.000000 	 0.012728 	 0.011075 	  0.012086 	 0.001514 	 0.074228 	 0.163875 	 0.010344 
110000000.000000 	 1473.000000 	 0.012241 	 0.010960 	  0.011584 	 0.001398 	 0.075101 	 0.165615 	 0.010354 
100000000.000000 	 1473.000000 	 0.011707 	 0.010847 	  0.011034 	 0.001284 	 0.075942 	 0.167286 	 0.010363 
90000000.000000 	 1473.000000 	 0.011120 	 0.010734 	  0.010432 	 0.001171 	 0.076750 	 0.168888 	 0.010371 
80000000.000000 	 1473.000000 	 0.010473 	 0.010623 	  0.009770 	 0.001059 	 0.077520 	 0.170413 	 0.010380 
70000000.000000 	 1473.000000 	 0.009757 	 0.010513 	  0.009038 	 0.000948 	 0.078249 	 0.171851 	 0.010387 
60000000.000000 	 1473.000000 	 0.008961 	 0.010402 	  0.008226 	 0.000836 	 0.078928 	 0.173190 	 0.010395 
50000000.000000 	 1473.000000 	 0.008068 	 0.010290 	  0.007317 	 0.000723 	 0.079548 	 0.174411 	 0.010401 
40000000.000000 	 1473.000000 	 0.007058 	 0.010176 	  0.006290 	 0.000608 	 0.080098 	 0.175492 	 0.010407 
30000000.000000 	 1473.000000 	 0.005900 	 0.010057 	  0.005115 	 0.000489 	 0.080562 	 0.176402 	 0.010412 
20000000.000000 	 1473.000000 	 0.004546 	 0.009930 	  0.003742 	 0.000360 	 0.080917 	 0.177097 	 0.010416 
