weight fractions unless otherwise noted
pressure 	 temperature 	 water 	 CO2 	 dissolved h2o onliq 	 dissolved co2 onliq 	 exsolved h2o ongas 	 exsolved h2o ongas mol 	 gas_ontotal
400000000.000000 	 1473.000000 	 0.012263 	 0.015662 	  0.012083 	 0.006022 	 0.030013 	 0.070317 	 0.010000 
390000000.000000 	 1473.000000 	 0.012143 	 0.015489 	  0.011961 	 0.005847 	 0.030101 	 0.070515 	 0.010001 
380000000.000000 	 1473.000000 	 0.012081 	 0.015312 	  0.011896 	 0.005670 	 0.030403 	 0.071191 	 0.010004 
370000000.000000 	 1473.000000 	 0.012127 	 0.015128 	  0.011936 	 0.005484 	 0.031100 	 0.072753 	 0.010010 
360000000.000000 	 1473.000000 	 0.012315 	 0.014933 	  0.012112 	 0.005288 	 0.032341 	 0.075527 	 0.010022 
350000000.000000 	 1473.000000 	 0.012644 	 0.014729 	  0.012426 	 0.005084 	 0.034177 	 0.079614 	 0.010039 
340000000.000000 	 1473.000000 	 0.013088 	 0.014518 	  0.012849 	 0.004873 	 0.036557 	 0.084879 	 0.010062 
330000000.000000 	 1473.000000 	 0.013599 	 0.014306 	  0.013336 	 0.004661 	 0.039358 	 0.091032 	 0.010089 
320000000.000000 	 1473.000000 	 0.014132 	 0.014097 	  0.013843 	 0.004452 	 0.042429 	 0.097726 	 0.010119 
310000000.000000 	 1473.000000 	 0.014647 	 0.013893 	  0.014330 	 0.004249 	 0.045623 	 0.104629 	 0.010150 
300000000.000000 	 1473.000000 	 0.015116 	 0.013696 	  0.014769 	 0.004053 	 0.048813 	 0.111462 	 0.010181 
290000000.000000 	 1473.000000 	 0.015519 	 0.013507 	  0.015144 	 0.003864 	 0.051897 	 0.118012 	 0.010212 
280000000.000000 	 1473.000000 	 0.015845 	 0.013327 	  0.015442 	 0.003684 	 0.054802 	 0.124133 	 0.010241 
270000000.000000 	 1473.000000 	 0.016092 	 0.013154 	  0.015662 	 0.003512 	 0.057482 	 0.129740 	 0.010268 
260000000.000000 	 1473.000000 	 0.016259 	 0.012989 	  0.015804 	 0.003347 	 0.059917 	 0.134797 	 0.010293 
250000000.000000 	 1473.000000 	 0.016351 	 0.012831 	  0.015874 	 0.003189 	 0.062104 	 0.139314 	 0.010316 
240000000.000000 	 1473.000000 	 0.016374 	 0.012680 	  0.015876 	 0.003037 	 0.064059 	 0.143327 	 0.010336 
230000000.000000 	 1473.000000 	 0.016337 	 0.012533 	  0.015819 	 0.002891 	 0.065806 	 0.146897 	 0.010354 
220000000.000000 	 1473.000000 	 0.016246 	 0.012391 	  0.015710 	 0.002748 	 0.067377 	 0.150092 	 0.010370 
210000000.000000 	 1473.000000 	 0.016108 	 0.012254 	  0.015555 	 0.002610 	 0.068803 	 0.152982 	 0.010385 
200000000.000000 	 1473.000000 	 0.015930 	 0.012119 	  0.015360 	 0.002475 	 0.070118 	 0.155636 	 0.010399 
190000000.000000 	 1473.000000 	 0.015715 	 0.011988 	  0.015129 	 0.002344 	 0.071347 	 0.158110 	 0.010412 
180000000.000000 	 1473.000000 	 0.015466 	 0.011860 	  0.014865 	 0.002215 	 0.072516 	 0.160454 	 0.010424 
170000000.000000 	 1473.000000 	 0.015185 	 0.011734 	  0.014569 	 0.002089 	 0.073641 	 0.162704 	 0.010436 
160000000.000000 	 1473.000000 	 0.014874 	 0.011611 	  0.014242 	 0.001965 	 0.074736 	 0.164887 	 0.010448 
150000000.000000 	 1473.000000 	 0.014530 	 0.011490 	  0.013882 	 0.001843 	 0.075809 	 0.167022 	 0.010459 
140000000.000000 	 1473.000000 	 0.014153 	 0.011371 	  0.013489 	 0.001723 	 0.076866 	 0.169118 	 0.010471 
130000000.000000 	 1473.000000 	 0.013739 	 0.011254 	  0.013060 	 0.001605 	 0.077909 	 0.171180 	 0.010482 
120000000.000000 	 1473.000000 	 0.013287 	 0.011138 	  0.012591 	 0.001489 	 0.078937 	 0.173208 	 0.010493 
110000000.000000 	 1473.000000 	 0.012791 	 0.011024 	  0.012078 	 0.001375 	 0.079948 	 0.175197 	 0.010504 
100000000.000000 	 1473.000000 	 0.012246 	 0.010912 	  0.011516 	 0.001262 	 0.080938 	 0.177140 	 0.010515 
90000000.000000 	 1473.000000 	 0.011647 	 0.010801 	  0.010900 	 0.001150 	 0.081902 	 0.179025 	 0.010525 
80000000.000000 	 1473.000000 	 0.010984 	 0.010691 	  0.010219 	 0.001040 	 0.082831 	 0.180839 	 0.010535 
70000000.000000 	 1473.000000 	 0.010249 	 0.010582 	  0.009466 	 0.000930 	 0.083717 	 0.182565 	 0.010545 
60000000.000000 	 1473.000000 	 0.009429 	 0.010473 	  0.008627 	 0.000820 	 0.084549 	 0.184182 	 0.010554 
50000000.000000 	 1473.000000 	 0.008506 	 0.010363 	  0.007686 	 0.000709 	 0.085314 	 0.185666 	 0.010562 
40000000.000000 	 1473.000000 	 0.007458 	 0.010251 	  0.006619 	 0.000596 	 0.085996 	 0.186986 	 0.010570 
30000000.000000 	 1473.000000 	 0.006251 	 0.010135 	  0.005393 	 0.000479 	 0.086574 	 0.188103 	 0.010576 
20000000.000000 	 1473.000000 	 0.004834 	 0.010010 	  0.003955 	 0.000353 	 0.087018 	 0.188960 	 0.010581 
