weight fractions unless otherwise noted
pressure 	 temperature 	 water 	 CO2 	 dissolved h2o onliq 	 dissolved co2 onliq 	 exsolved h2o ongas 	 exsolved h2o ongas mol 	 gas_ontotal
400000000.000000 	 1473.000000 	 0.012261 	 0.015662 	  0.012082 	 0.006022 	 0.030009 	 0.070307 	 0.010000 
390000000.000000 	 1473.000000 	 0.012133 	 0.015490 	  0.011952 	 0.005848 	 0.030070 	 0.070444 	 0.010001 
380000000.000000 	 1473.000000 	 0.012049 	 0.015316 	  0.011864 	 0.005673 	 0.030289 	 0.070937 	 0.010003 
370000000.000000 	 1473.000000 	 0.012050 	 0.015135 	  0.011860 	 0.005491 	 0.030825 	 0.072138 	 0.010008 
360000000.000000 	 1473.000000 	 0.012172 	 0.014946 	  0.011974 	 0.005301 	 0.031825 	 0.074375 	 0.010017 
350000000.000000 	 1473.000000 	 0.012428 	 0.014747 	  0.012216 	 0.005102 	 0.033368 	 0.077815 	 0.010032 
340000000.000000 	 1473.000000 	 0.012801 	 0.014542 	  0.012571 	 0.004896 	 0.035440 	 0.082413 	 0.010051 
330000000.000000 	 1473.000000 	 0.013253 	 0.014334 	  0.013002 	 0.004688 	 0.037955 	 0.087957 	 0.010075 
320000000.000000 	 1473.000000 	 0.013745 	 0.014127 	  0.013469 	 0.004481 	 0.040787 	 0.094154 	 0.010103 
310000000.000000 	 1473.000000 	 0.014236 	 0.013923 	  0.013933 	 0.004278 	 0.043802 	 0.100699 	 0.010132 
300000000.000000 	 1473.000000 	 0.014697 	 0.013726 	  0.014367 	 0.004082 	 0.046876 	 0.107320 	 0.010162 
290000000.000000 	 1473.000000 	 0.015106 	 0.013536 	  0.014747 	 0.003892 	 0.049908 	 0.113793 	 0.010192 
280000000.000000 	 1473.000000 	 0.015449 	 0.013354 	  0.015063 	 0.003710 	 0.052817 	 0.119957 	 0.010221 
270000000.000000 	 1473.000000 	 0.015719 	 0.013179 	  0.015307 	 0.003536 	 0.055548 	 0.125699 	 0.010249 
260000000.000000 	 1473.000000 	 0.015915 	 0.013012 	  0.015477 	 0.003368 	 0.058068 	 0.130960 	 0.010274 
250000000.000000 	 1473.000000 	 0.016037 	 0.012851 	  0.015576 	 0.003208 	 0.060362 	 0.135719 	 0.010298 
240000000.000000 	 1473.000000 	 0.016091 	 0.012697 	  0.015608 	 0.003054 	 0.062433 	 0.139989 	 0.010319 
230000000.000000 	 1473.000000 	 0.016081 	 0.012549 	  0.015578 	 0.002905 	 0.064293 	 0.143806 	 0.010338 
220000000.000000 	 1473.000000 	 0.016015 	 0.012405 	  0.015492 	 0.002761 	 0.065966 	 0.147223 	 0.010356 
210000000.000000 	 1473.000000 	 0.015898 	 0.012266 	  0.015357 	 0.002622 	 0.067479 	 0.150300 	 0.010371 
200000000.000000 	 1473.000000 	 0.015736 	 0.012131 	  0.015178 	 0.002486 	 0.068861 	 0.153098 	 0.010386 
190000000.000000 	 1473.000000 	 0.015534 	 0.011999 	  0.014960 	 0.002353 	 0.070137 	 0.155674 	 0.010399 
180000000.000000 	 1473.000000 	 0.015294 	 0.011870 	  0.014705 	 0.002224 	 0.071332 	 0.158079 	 0.010412 
170000000.000000 	 1473.000000 	 0.015021 	 0.011744 	  0.014416 	 0.002097 	 0.072466 	 0.160355 	 0.010424 
160000000.000000 	 1473.000000 	 0.014714 	 0.011620 	  0.014093 	 0.001973 	 0.073556 	 0.162534 	 0.010435 
150000000.000000 	 1473.000000 	 0.014373 	 0.011498 	  0.013737 	 0.001850 	 0.074611 	 0.164639 	 0.010447 
140000000.000000 	 1473.000000 	 0.013998 	 0.011379 	  0.013347 	 0.001730 	 0.075640 	 0.166687 	 0.010458 
130000000.000000 	 1473.000000 	 0.013587 	 0.011261 	  0.012919 	 0.001612 	 0.076648 	 0.168685 	 0.010468 
120000000.000000 	 1473.000000 	 0.013136 	 0.011146 	  0.012453 	 0.001496 	 0.077635 	 0.170639 	 0.010479 
110000000.000000 	 1473.000000 	 0.012641 	 0.011032 	  0.011942 	 0.001381 	 0.078601 	 0.172546 	 0.010490 
100000000.000000 	 1473.000000 	 0.012099 	 0.010919 	  0.011383 	 0.001268 	 0.079544 	 0.174402 	 0.010500 
90000000.000000 	 1473.000000 	 0.011502 	 0.010808 	  0.010770 	 0.001156 	 0.080458 	 0.176198 	 0.010510 
80000000.000000 	 1473.000000 	 0.010844 	 0.010698 	  0.010095 	 0.001045 	 0.081338 	 0.177922 	 0.010519 
70000000.000000 	 1473.000000 	 0.010114 	 0.010588 	  0.009347 	 0.000935 	 0.082175 	 0.179559 	 0.010528 
60000000.000000 	 1473.000000 	 0.009300 	 0.010478 	  0.008515 	 0.000824 	 0.082960 	 0.181091 	 0.010537 
50000000.000000 	 1473.000000 	 0.008385 	 0.010368 	  0.007583 	 0.000713 	 0.083681 	 0.182495 	 0.010545 
40000000.000000 	 1473.000000 	 0.007348 	 0.010255 	  0.006527 	 0.000599 	 0.084323 	 0.183742 	 0.010552 
30000000.000000 	 1473.000000 	 0.006155 	 0.010139 	  0.005315 	 0.000482 	 0.084866 	 0.184796 	 0.010558 
20000000.000000 	 1473.000000 	 0.004755 	 0.010013 	  0.003895 	 0.000355 	 0.085283 	 0.185605 	 0.010563 
